Frame;Hour;Vacc0;Vacc1;Vacc2;dS;dI;dR;dV;
0;0;190489;0;0;190489;0;0;
1;1;190489;0;0;0;0;0;
2;2;190489;0;0;0;0;0;
3;3;190489;0;0;0;0;0;
4;4;190489;0;0;0;0;0;
5;5;190489;0;0;0;0;0;
6;6;190489;0;0;0;0;0;
7;7;190489;0;0;0;0;0;
8;8;190489;0;0;0;0;0;
9;9;190385;104;0;-104;104;0;
10;10;190273;216;0;-112;112;0;
11;11;190160;329;0;-113;113;0;
12;12;190160;329;0;0;0;0;
13;13;190160;329;0;0;0;0;
14;14;190160;329;0;0;0;0;
15;15;190160;329;0;0;0;0;
16;16;190160;329;0;0;0;0;
17;17;190160;329;0;0;0;0;
18;18;190160;329;0;0;0;0;
19;19;190160;329;0;0;0;0;
20;20;190160;329;0;0;0;0;
21;21;190160;329;0;0;0;0;
22;22;190160;329;0;0;0;0;
23;23;190160;329;0;0;0;0;
24;0;190160;329;0;0;0;0;
25;1;190160;329;0;0;0;0;
26;2;190160;329;0;0;0;0;
27;3;190160;329;0;0;0;0;
28;4;190160;329;0;0;0;0;
29;5;190160;329;0;0;0;0;
30;6;190160;329;0;0;0;0;
31;7;190160;329;0;0;0;0;
32;8;190160;329;0;0;0;0;
33;9;188277;2212;0;-1883;1883;0;
34;10;186389;4100;0;-1888;1888;0;
35;11;184494;5995;0;-1895;1895;0;
36;12;184494;5995;0;0;0;0;
37;13;184494;5995;0;0;0;0;
38;14;184494;5995;0;0;0;0;
39;15;184494;5995;0;0;0;0;
40;16;184494;5995;0;0;0;0;
41;17;184494;5995;0;0;0;0;
42;18;184494;5995;0;0;0;0;
43;19;184494;5995;0;0;0;0;
44;20;184494;5995;0;0;0;0;
45;21;184494;5995;0;0;0;0;
46;22;184494;5995;0;0;0;0;
47;23;184494;5995;0;0;0;0;
48;0;184494;5995;0;0;0;0;
49;1;184494;5995;0;0;0;0;
50;2;184494;5995;0;0;0;0;
51;3;184494;5995;0;0;0;0;
