;SimulationStep;Cycle Step;Cycle;Origin;Destination;Total;age: [children];age: [adults];age: [elders];occupation: [student];occupation: [worker]
49;0;0;0;Cidade Baixa;Rio Branco;0;0;0;0;0;0
50;0;0;0;Cidade Baixa;Santa Cecília;0;0;0;0;0;0
51;0;0;0;Cidade Baixa;Santana;0;0;0;0;0;0
52;0;0;0;Farroupilha;Azenha;0;0;0;0;0;0
53;0;0;0;Farroupilha;Bom Fim;0;0;0;0;0;0
54;0;0;0;Farroupilha;Centro Histórico;0;0;0;0;0;0
55;0;0;0;Farroupilha;Cidade Baixa;0;0;0;0;0;0
56;0;0;0;Farroupilha;Farroupilha;0;0;0;0;0;0
57;0;0;0;Farroupilha;Floresta;0;0;0;0;0;0
58;0;0;0;Farroupilha;Independência;0;0;0;0;0;0
59;0;0;0;Farroupilha;Menino Deus;0;0;0;0;0;0
60;0;0;0;Farroupilha;Moinhos de Vento;0;0;0;0;0;0
61;0;0;0;Farroupilha;Praia de Belas;0;0;0;0;0;0
62;0;0;0;Farroupilha;Rio Branco;0;0;0;0;0;0
63;0;0;0;Farroupilha;Santa Cecília;0;0;0;0;0;0
64;0;0;0;Farroupilha;Santana;0;0;0;0;0;0
65;0;0;0;Floresta;Azenha;0;0;0;0;0;0
66;0;0;0;Floresta;Bom Fim;0;0;0;0;0;0
67;0;0;0;Floresta;Centro Histórico;0;0;0;0;0;0
68;0;0;0;Floresta;Cidade Baixa;0;0;0;0;0;0
69;0;0;0;Floresta;Farroupilha;0;0;0;0;0;0
70;0;0;0;Floresta;Floresta;0;0;0;0;0;0
71;0;0;0;Floresta;Independência;0;0;0;0;0;0
72;0;0;0;Floresta;Menino Deus;0;0;0;0;0;0
73;0;0;0;Floresta;Moinhos de Vento;0;0;0;0;0;0
74;0;0;0;Floresta;Praia de Belas;0;0;0;0;0;0
75;0;0;0;Floresta;Rio Branco;0;0;0;0;0;0
76;0;0;0;Floresta;Santa Cecília;0;0;0;0;0;0
77;0;0;0;Floresta;Santana;0;0;0;0;0;0
78;0;0;0;Independência;Azenha;0;0;0;0;0;0
79;0;0;0;Independência;Bom Fim;0;0;0;0;0;0
80;0;0;0;Independência;Centro Histórico;0;0;0;0;0;0
81;0;0;0;Independência;Cidade Baixa;0;0;0;0;0;0
82;0;0;0;Independência;Farroupilha;0;0;0;0;0;0
83;0;0;0;Independência;Floresta;0;0;0;0;0;0
84;0;0;0;Independência;Independência;0;0;0;0;0;0
85;0;0;0;Independência;Menino Deus;0;0;0;0;0;0
86;0;0;0;Independência;Moinhos de Vento;0;0;0;0;0;0
87;0;0;0;Independência;Praia de Belas;0;0;0;0;0;0
88;0;0;0;Independência;Rio Branco;0;0;0;0;0;0
89;0;0;0;Independência;Santa Cecília;0;0;0;0;0;0
90;0;0;0;Independência;Santana;0;0;0;0;0;0
91;0;0;0;Menino Deus;Azenha;0;0;0;0;0;0
92;0;0;0;Menino Deus;Bom Fim;0;0;0;0;0;0
93;0;0;0;Menino Deus;Centro Histórico;0;0;0;0;0;0
94;0;0;0;Menino Deus;Cidade Baixa;0;0;0;0;0;0
95;0;0;0;Menino Deus;Farroupilha;0;0;0;0;0;0
96;0;0;0;Menino Deus;Floresta;0;0;0;0;0;0
97;0;0;0;Menino Deus;Independência;0;0;0;0;0;0
98;0;0;0;Menino Deus;Menino Deus;0;0;0;0;0;0
99;0;0;0;Menino Deus;Moinhos de Vento;0;0;0;0;0;0
100;0;0;0;Menino Deus;Praia de Belas;0;0;0;0;0;0
101;0;0;0;Menino Deus;Rio Branco;0;0;0;0;0;0
102;0;0;0;Menino Deus;Santa Cecília;0;0;0;0;0;0
103;0;0;0;Menino Deus;Santana;0;0;0;0;0;0
104;0;0;0;Moinhos de Vento;Azenha;0;0;0;0;0;0
105;0;0;0;Moinhos de Vento;Bom Fim;0;0;0;0;0;0
106;0;0;0;Moinhos de Vento;Centro Histórico;0;0;0;0;0;0
107;0;0;0;Moinhos de Vento;Cidade Baixa;0;0;0;0;0;0
108;0;0;0;Moinhos de Vento;Farroupilha;0;0;0;0;0;0
109;0;0;0;Moinhos de Vento;Floresta;0;0;0;0;0;0
110;0;0;0;Moinhos de Vento;Independência;0;0;0;0;0;0
111;0;0;0;Moinhos de Vento;Menino Deus;0;0;0;0;0;0
112;0;0;0;Moinhos de Vento;Moinhos de Vento;0;0;0;0;0;0
113;0;0;0;Moinhos de Vento;Praia de Belas;0;0;0;0;0;0
114;0;0;0;Moinhos de Vento;Rio Branco;0;0;0;0;0;0
115;0;0;0;Moinhos de Vento;Santa Cecília;0;0;0;0;0;0
116;0;0;0;Moinhos de Vento;Santana;0;0;0;0;0;0
117;0;0;0;Praia de Belas;Azenha;0;0;0;0;0;0
118;0;0;0;Praia de Belas;Bom Fim;0;0;0;0;0;0
119;0;0;0;Praia de Belas;Centro Histórico;0;0;0;0;0;0
120;0;0;0;Praia de Belas;Cidade Baixa;0;0;0;0;0;0
121;0;0;0;Praia de Belas;Farroupilha;0;0;0;0;0;0
122;0;0;0;Praia de Belas;Floresta;0;0;0;0;0;0
123;0;0;0;Praia de Belas;Independência;0;0;0;0;0;0
124;0;0;0;Praia de Belas;Menino Deus;0;0;0;0;0;0
125;0;0;0;Praia de Belas;Moinhos de Vento;0;0;0;0;0;0
126;0;0;0;Praia de Belas;Praia de Belas;0;0;0;0;0;0
127;0;0;0;Praia de Belas;Rio Branco;0;0;0;0;0;0
128;0;0;0;Praia de Belas;Santa Cecília;0;0;0;0;0;0
129;0;0;0;Praia de Belas;Santana;0;0;0;0;0;0
130;0;0;0;Rio Branco;Azenha;0;0;0;0;0;0
131;0;0;0;Rio Branco;Bom Fim;0;0;0;0;0;0
132;0;0;0;Rio Branco;Centro Histórico;0;0;0;0;0;0
133;0;0;0;Rio Branco;Cidade Baixa;0;0;0;0;0;0
134;0;0;0;Rio Branco;Farroupilha;0;0;0;0;0;0
135;0;0;0;Rio Branco;Floresta;0;0;0;0;0;0
136;0;0;0;Rio Branco;Independência;0;0;0;0;0;0
137;0;0;0;Rio Branco;Menino Deus;0;0;0;0;0;0
138;0;0;0;Rio Branco;Moinhos de Vento;0;0;0;0;0;0
139;0;0;0;Rio Branco;Praia de Belas;0;0;0;0;0;0
140;0;0;0;Rio Branco;Rio Branco;0;0;0;0;0;0
141;0;0;0;Rio Branco;Santa Cecília;0;0;0;0;0;0
142;0;0;0;Rio Branco;Santana;0;0;0;0;0;0
143;0;0;0;Santa Cecília;Azenha;0;0;0;0;0;0
144;0;0;0;Santa Cecília;Bom Fim;0;0;0;0;0;0
145;0;0;0;Santa Cecília;Centro Histórico;0;0;0;0;0;0
146;0;0;0;Santa Cecília;Cidade Baixa;0;0;0;0;0;0
147;0;0;0;Santa Cecília;Farroupilha;0;0;0;0;0;0
148;0;0;0;Santa Cecília;Floresta;0;0;0;0;0;0
149;0;0;0;Santa Cecília;Independência;0;0;0;0;0;0
150;0;0;0;Santa Cecília;Menino Deus;0;0;0;0;0;0
151;0;0;0;Santa Cecília;Moinhos de Vento;0;0;0;0;0;0
152;0;0;0;Santa Cecília;Praia de Belas;0;0;0;0;0;0
153;0;0;0;Santa Cecília;Rio Branco;0;0;0;0;0;0
154;0;0;0;Santa Cecília;Santa Cecília;0;0;0;0;0;0
155;0;0;0;Santa Cecília;Santana;0;0;0;0;0;0
156;0;0;0;Santana;Azenha;0;0;0;0;0;0
157;0;0;0;Santana;Bom Fim;0;0;0;0;0;0
158;0;0;0;Santana;Centro Histórico;0;0;0;0;0;0
159;0;0;0;Santana;Cidade Baixa;0;0;0;0;0;0
160;0;0;0;Santana;Farroupilha;0;0;0;0;0;0
161;0;0;0;Santana;Floresta;0;0;0;0;0;0
162;0;0;0;Santana;Independência;0;0;0;0;0;0
163;0;0;0;Santana;Menino Deus;0;0;0;0;0;0
164;0;0;0;Santana;Moinhos de Vento;0;0;0;0;0;0
165;0;0;0;Santana;Praia de Belas;0;0;0;0;0;0
166;0;0;0;Santana;Rio Branco;0;0;0;0;0;0
167;0;0;0;Santana;Santa Cecília;0;0;0;0;0;0
168;0;0;0;Santana;Santana;0;0;0;0;0;0
169;1;1;0;Azenha;Azenha;0;0;0;0;0;0
170;1;1;0;Azenha;Bom Fim;0;0;0;0;0;0
171;1;1;0;Azenha;Centro Histórico;50;0;27;11;0;50
172;1;1;0;Azenha;Cidade Baixa;100;0;49;27;0;100
173;1;1;0;Azenha;Farroupilha;0;0;0;0;0;0
174;1;1;0;Azenha;Floresta;0;0;0;0;0;0
175;1;1;0;Azenha;Independência;0;0;0;0;0;0
176;1;1;0;Azenha;Menino Deus;0;0;0;0;0;0
177;1;1;0;Azenha;Moinhos de Vento;0;0;0;0;0;0
178;1;1;0;Azenha;Praia de Belas;0;0;0;0;0;0
179;1;1;0;Azenha;Rio Branco;150;0;85;31;0;150
180;1;1;0;Azenha;Santa Cecília;0;0;0;0;0;0
181;1;1;0;Azenha;Santana;50;0;25;8;0;50
182;1;1;0;Bom Fim;Azenha;0;0;0;0;0;0
183;1;1;0;Bom Fim;Bom Fim;50;0;19;15;0;50
184;1;1;0;Bom Fim;Centro Histórico;0;0;0;0;0;0
185;1;1;0;Bom Fim;Cidade Baixa;0;0;0;0;0;0
186;1;1;0;Bom Fim;Farroupilha;0;0;0;0;0;0
187;1;1;0;Bom Fim;Floresta;100;0;43;23;0;100
188;1;1;0;Bom Fim;Independência;150;0;67;38;0;150
189;1;1;0;Bom Fim;Menino Deus;0;0;0;0;0;0
190;1;1;0;Bom Fim;Moinhos de Vento;50;0;18;17;0;50
191;1;1;0;Bom Fim;Praia de Belas;50;0;22;9;0;50
192;1;1;0;Bom Fim;Rio Branco;0;0;0;0;0;0
193;1;1;0;Bom Fim;Santa Cecília;0;0;0;0;0;0
194;1;1;0;Bom Fim;Santana;0;0;0;0;0;0
195;1;1;0;Centro Histórico;Azenha;50;0;25;11;0;50
196;1;1;0;Centro Histórico;Bom Fim;50;0;28;10;0;50
197;1;1;0;Centro Histórico;Centro Histórico;50;0;22;12;0;50
198;1;1;0;Centro Histórico;Cidade Baixa;50;0;26;11;0;50
199;1;1;0;Centro Histórico;Farroupilha;0;0;0;0;0;0
200;1;1;0;Centro Histórico;Floresta;0;0;0;0;0;0
201;1;1;0;Centro Histórico;Independência;50;0;24;8;0;50
202;1;1;0;Centro Histórico;Menino Deus;100;0;46;24;0;100
203;1;1;0;Centro Histórico;Moinhos de Vento;100;0;54;18;0;100
204;1;1;0;Centro Histórico;Praia de Belas;200;0;96;44;0;200
205;1;1;0;Centro Histórico;Rio Branco;50;0;22;12;0;50
206;1;1;0;Centro Histórico;Santa Cecília;0;0;0;0;0;0
207;1;1;0;Centro Histórico;Santana;50;0;24;11;0;50
208;1;1;0;Cidade Baixa;Azenha;150;0;80;28;0;150
209;1;1;0;Cidade Baixa;Bom Fim;0;0;0;0;0;0
210;1;1;0;Cidade Baixa;Centro Histórico;0;0;0;0;0;0
211;1;1;0;Cidade Baixa;Cidade Baixa;0;0;0;0;0;0
212;1;1;0;Cidade Baixa;Farroupilha;50;0;25;10;0;50
213;1;1;0;Cidade Baixa;Floresta;0;0;0;0;0;0
214;1;1;0;Cidade Baixa;Independência;0;0;0;0;0;0
215;1;1;0;Cidade Baixa;Menino Deus;100;0;41;28;0;100
216;1;1;0;Cidade Baixa;Moinhos de Vento;0;0;0;0;0;0
217;1;1;0;Cidade Baixa;Praia de Belas;50;0;23;13;0;50
218;1;1;0;Cidade Baixa;Rio Branco;50;0;26;9;0;50
219;1;1;0;Cidade Baixa;Santa Cecília;50;0;24;9;0;50
220;1;1;0;Cidade Baixa;Santana;50;0;23;10;0;50
221;1;1;0;Farroupilha;Azenha;0;0;0;0;0;0
222;1;1;0;Farroupilha;Bom Fim;0;0;0;0;0;0
223;1;1;0;Farroupilha;Centro Histórico;0;0;0;0;0;0
224;1;1;0;Farroupilha;Cidade Baixa;0;0;0;0;0;0
225;1;1;0;Farroupilha;Farroupilha;0;0;0;0;0;0
226;1;1;0;Farroupilha;Floresta;0;0;0;0;0;0
227;1;1;0;Farroupilha;Independência;0;0;0;0;0;0
228;1;1;0;Farroupilha;Menino Deus;0;0;0;0;0;0
229;1;1;0;Farroupilha;Moinhos de Vento;0;0;0;0;0;0
230;1;1;0;Farroupilha;Praia de Belas;0;0;0;0;0;0
231;1;1;0;Farroupilha;Rio Branco;50;0;18;22;0;50
232;1;1;0;Farroupilha;Santa Cecília;0;0;0;0;0;0
233;1;1;0;Farroupilha;Santana;0;0;0;0;0;0
234;1;1;0;Floresta;Azenha;0;0;0;0;0;0
235;1;1;0;Floresta;Bom Fim;0;0;0;0;0;0
236;1;1;0;Floresta;Centro Histórico;0;0;0;0;0;0
237;1;1;0;Floresta;Cidade Baixa;0;0;0;0;0;0
238;1;1;0;Floresta;Farroupilha;0;0;0;0;0;0
239;1;1;0;Floresta;Floresta;50;0;24;14;0;50
240;1;1;0;Floresta;Independência;50;0;23;17;0;50
241;1;1;0;Floresta;Menino Deus;50;0;22;11;0;50
242;1;1;0;Floresta;Moinhos de Vento;50;0;29;7;0;50
243;1;1;0;Floresta;Praia de Belas;50;0;30;9;0;50
244;1;1;0;Floresta;Rio Branco;0;0;0;0;0;0
245;1;1;0;Floresta;Santa Cecília;0;0;0;0;0;0
246;1;1;0;Floresta;Santana;100;0;59;16;0;100
247;1;1;0;Independência;Azenha;0;0;0;0;0;0
248;1;1;0;Independência;Bom Fim;0;0;0;0;0;0
249;1;1;0;Independência;Centro Histórico;0;0;0;0;0;0
250;1;1;0;Independência;Cidade Baixa;50;0;19;9;0;50
251;1;1;0;Independência;Farroupilha;0;0;0;0;0;0
252;1;1;0;Independência;Floresta;0;0;0;0;0;0
253;1;1;0;Independência;Independência;50;0;22;15;0;50
254;1;1;0;Independência;Menino Deus;50;0;20;22;0;50
255;1;1;0;Independência;Moinhos de Vento;0;0;0;0;0;0
256;1;1;0;Independência;Praia de Belas;0;0;0;0;0;0
257;1;1;0;Independência;Rio Branco;0;0;0;0;0;0
258;1;1;0;Independência;Santa Cecília;0;0;0;0;0;0
259;1;1;0;Independência;Santana;0;0;0;0;0;0
260;1;1;0;Menino Deus;Azenha;200;0;104;57;0;200
261;1;1;0;Menino Deus;Bom Fim;50;0;27;13;0;50
262;1;1;0;Menino Deus;Centro Histórico;100;0;53;23;0;100
263;1;1;0;Menino Deus;Cidade Baixa;250;0;118;72;0;250
264;1;1;0;Menino Deus;Farroupilha;300;0;156;83;0;300
265;1;1;0;Menino Deus;Floresta;50;0;29;9;0;50
266;1;1;0;Menino Deus;Independência;50;0;28;9;0;50
267;1;1;0;Menino Deus;Menino Deus;400;0;216;112;0;400
268;1;1;0;Menino Deus;Moinhos de Vento;0;0;0;0;0;0
269;1;1;0;Menino Deus;Praia de Belas;250;0;127;65;0;250
270;1;1;0;Menino Deus;Rio Branco;150;0;67;45;0;150
271;1;1;0;Menino Deus;Santa Cecília;100;0;54;24;0;100
272;1;1;0;Menino Deus;Santana;0;0;0;0;0;0
273;1;1;0;Moinhos de Vento;Azenha;0;0;0;0;0;0
274;1;1;0;Moinhos de Vento;Bom Fim;0;0;0;0;0;0
275;1;1;0;Moinhos de Vento;Centro Histórico;0;0;0;0;0;0
276;1;1;0;Moinhos de Vento;Cidade Baixa;0;0;0;0;0;0
277;1;1;0;Moinhos de Vento;Farroupilha;50;0;19;21;0;50
278;1;1;0;Moinhos de Vento;Floresta;50;0;23;15;0;50
279;1;1;0;Moinhos de Vento;Independência;50;0;20;21;0;50
280;1;1;0;Moinhos de Vento;Menino Deus;0;0;0;0;0;0
281;1;1;0;Moinhos de Vento;Moinhos de Vento;50;0;17;22;0;50
282;1;1;0;Moinhos de Vento;Praia de Belas;0;0;0;0;0;0
283;1;1;0;Moinhos de Vento;Rio Branco;0;0;0;0;0;0
284;1;1;0;Moinhos de Vento;Santa Cecília;0;0;0;0;0;0
285;1;1;0;Moinhos de Vento;Santana;0;0;0;0;0;0
286;1;1;0;Praia de Belas;Azenha;0;0;0;0;0;0
287;1;1;0;Praia de Belas;Bom Fim;0;0;0;0;0;0
288;1;1;0;Praia de Belas;Centro Histórico;0;0;0;0;0;0
289;1;1;0;Praia de Belas;Cidade Baixa;50;0;31;11;0;50
290;1;1;0;Praia de Belas;Farroupilha;0;0;0;0;0;0
291;1;1;0;Praia de Belas;Floresta;0;0;0;0;0;0
292;1;1;0;Praia de Belas;Independência;50;0;31;9;0;50
293;1;1;0;Praia de Belas;Menino Deus;0;0;0;0;0;0
294;1;1;0;Praia de Belas;Moinhos de Vento;0;0;0;0;0;0
295;1;1;0;Praia de Belas;Praia de Belas;0;0;0;0;0;0
296;1;1;0;Praia de Belas;Rio Branco;50;0;32;9;0;50
297;1;1;0;Praia de Belas;Santa Cecília;0;0;0;0;0;0
298;1;1;0;Praia de Belas;Santana;0;0;0;0;0;0
299;1;1;0;Rio Branco;Azenha;0;0;0;0;0;0
300;1;1;0;Rio Branco;Bom Fim;300;0;153;89;0;300
301;1;1;0;Rio Branco;Centro Histórico;0;0;0;0;0;0
302;1;1;0;Rio Branco;Cidade Baixa;0;0;0;0;0;0
303;1;1;0;Rio Branco;Farroupilha;0;0;0;0;0;0
304;1;1;0;Rio Branco;Floresta;0;0;0;0;0;0
305;1;1;0;Rio Branco;Independência;200;0;109;36;0;200
306;1;1;0;Rio Branco;Menino Deus;100;0;51;29;0;100
307;1;1;0;Rio Branco;Moinhos de Vento;100;0;47;33;0;100
308;1;1;0;Rio Branco;Praia de Belas;50;0;24;11;0;50
309;1;1;0;Rio Branco;Rio Branco;50;0;32;9;0;50
310;1;1;0;Rio Branco;Santa Cecília;50;0;22;13;0;50
311;1;1;0;Rio Branco;Santana;50;0;20;13;0;50
312;1;1;0;Santa Cecília;Azenha;50;0;18;21;0;50
313;1;1;0;Santa Cecília;Bom Fim;100;0;45;24;0;100
314;1;1;0;Santa Cecília;Centro Histórico;50;0;25;15;0;50
315;1;1;0;Santa Cecília;Cidade Baixa;0;0;0;0;0;0
316;1;1;0;Santa Cecília;Farroupilha;0;0;0;0;0;0
317;1;1;0;Santa Cecília;Floresta;0;0;0;0;0;0
318;1;1;0;Santa Cecília;Independência;50;0;28;14;0;50
319;1;1;0;Santa Cecília;Menino Deus;0;0;0;0;0;0
320;1;1;0;Santa Cecília;Moinhos de Vento;0;0;0;0;0;0
321;1;1;0;Santa Cecília;Praia de Belas;0;0;0;0;0;0
322;1;1;0;Santa Cecília;Rio Branco;0;0;0;0;0;0
323;1;1;0;Santa Cecília;Santa Cecília;150;0;77;43;0;150
324;1;1;0;Santa Cecília;Santana;50;0;30;12;0;50
325;1;1;0;Santana;Azenha;0;0;0;0;0;0
326;1;1;0;Santana;Bom Fim;0;0;0;0;0;0
327;1;1;0;Santana;Centro Histórico;0;0;0;0;0;0
328;1;1;0;Santana;Cidade Baixa;0;0;0;0;0;0
329;1;1;0;Santana;Farroupilha;0;0;0;0;0;0
330;1;1;0;Santana;Floresta;0;0;0;0;0;0
331;1;1;0;Santana;Independência;50;0;23;18;0;50
332;1;1;0;Santana;Menino Deus;50;0;22;15;0;50
333;1;1;0;Santana;Moinhos de Vento;0;0;0;0;0;0
334;1;1;0;Santana;Praia de Belas;50;0;23;16;0;50
335;1;1;0;Santana;Rio Branco;50;0;24;14;0;50
336;1;1;0;Santana;Santa Cecília;100;0;52;25;0;100
337;1;1;0;Santana;Santana;500;0;232;135;0;500
338;2;2;0;Azenha;Azenha;100;0;47;19;0;100
339;2;2;0;Azenha;Bom Fim;0;0;0;0;0;0
340;2;2;0;Azenha;Centro Histórico;0;0;0;0;0;0
341;2;2;0;Azenha;Cidade Baixa;0;0;0;0;0;0
342;2;2;0;Azenha;Farroupilha;50;0;28;12;0;50
343;2;2;0;Azenha;Floresta;0;0;0;0;0;0
344;2;2;0;Azenha;Independência;0;0;0;0;0;0
345;2;2;0;Azenha;Menino Deus;50;0;25;14;0;50
346;2;2;0;Azenha;Moinhos de Vento;0;0;0;0;0;0
347;2;2;0;Azenha;Praia de Belas;0;0;0;0;0;0
348;2;2;0;Azenha;Rio Branco;0;0;0;0;0;0
349;2;2;0;Azenha;Santa Cecília;0;0;0;0;0;0
350;2;2;0;Azenha;Santana;50;0;27;12;0;50
351;2;2;0;Bom Fim;Azenha;0;0;0;0;0;0
352;2;2;0;Bom Fim;Bom Fim;100;0;43;27;0;100
353;2;2;0;Bom Fim;Centro Histórico;0;0;0;0;0;0
354;2;2;0;Bom Fim;Cidade Baixa;0;0;0;0;0;0
355;2;2;0;Bom Fim;Farroupilha;50;0;23;15;0;50
356;2;2;0;Bom Fim;Floresta;50;0;23;9;0;50
357;2;2;0;Bom Fim;Independência;100;0;43;32;0;100
358;2;2;0;Bom Fim;Menino Deus;0;0;0;0;0;0
359;2;2;0;Bom Fim;Moinhos de Vento;0;0;0;0;0;0
360;2;2;0;Bom Fim;Praia de Belas;50;0;22;15;0;50
361;2;2;0;Bom Fim;Rio Branco;0;0;0;0;0;0
362;2;2;0;Bom Fim;Santa Cecília;50;0;21;16;0;50
363;2;2;0;Bom Fim;Santana;50;0;20;19;0;50
364;2;2;0;Centro Histórico;Azenha;250;0;119;61;0;250
365;2;2;0;Centro Histórico;Bom Fim;0;0;0;0;0;0
366;2;2;0;Centro Histórico;Centro Histórico;50;0;26;12;0;50
367;2;2;0;Centro Histórico;Cidade Baixa;200;0;105;39;0;200
368;2;2;0;Centro Histórico;Farroupilha;0;0;0;0;0;0
369;2;2;0;Centro Histórico;Floresta;50;0;21;12;0;50
370;2;2;0;Centro Histórico;Independência;100;0;51;30;0;100
371;2;2;0;Centro Histórico;Menino Deus;0;0;0;0;0;0
372;2;2;0;Centro Histórico;Moinhos de Vento;50;0;25;9;0;50
373;2;2;0;Centro Histórico;Praia de Belas;100;0;54;22;0;100
374;2;2;0;Centro Histórico;Rio Branco;0;0;0;0;0;0
375;2;2;0;Centro Histórico;Santa Cecília;0;0;0;0;0;0
376;2;2;0;Centro Histórico;Santana;50;0;23;13;0;50
377;2;2;0;Cidade Baixa;Azenha;150;0;84;24;0;150
378;2;2;0;Cidade Baixa;Bom Fim;0;0;0;0;0;0
379;2;2;0;Cidade Baixa;Centro Histórico;0;0;0;0;0;0
380;2;2;0;Cidade Baixa;Cidade Baixa;150;0;70;33;0;150
381;2;2;0;Cidade Baixa;Farroupilha;100;0;55;19;0;100
382;2;2;0;Cidade Baixa;Floresta;0;0;0;0;0;0
383;2;2;0;Cidade Baixa;Independência;50;0;28;13;0;50
384;2;2;0;Cidade Baixa;Menino Deus;250;0;130;51;0;250
385;2;2;0;Cidade Baixa;Moinhos de Vento;50;0;26;14;0;50
386;2;2;0;Cidade Baixa;Praia de Belas;50;0;22;10;0;50
387;2;2;0;Cidade Baixa;Rio Branco;100;0;48;22;0;100
388;2;2;0;Cidade Baixa;Santa Cecília;0;0;0;0;0;0
389;2;2;0;Cidade Baixa;Santana;0;0;0;0;0;0
390;2;2;0;Farroupilha;Azenha;0;0;0;0;0;0
391;2;2;0;Farroupilha;Bom Fim;0;0;0;0;0;0
392;2;2;0;Farroupilha;Centro Histórico;0;0;0;0;0;0
393;2;2;0;Farroupilha;Cidade Baixa;0;0;0;0;0;0
394;2;2;0;Farroupilha;Farroupilha;0;0;0;0;0;0
395;2;2;0;Farroupilha;Floresta;0;0;0;0;0;0
396;2;2;0;Farroupilha;Independência;0;0;0;0;0;0
397;2;2;0;Farroupilha;Menino Deus;0;0;0;0;0;0
398;2;2;0;Farroupilha;Moinhos de Vento;0;0;0;0;0;0
399;2;2;0;Farroupilha;Praia de Belas;0;0;0;0;0;0
400;2;2;0;Farroupilha;Rio Branco;0;0;0;0;0;0
401;2;2;0;Farroupilha;Santa Cecília;0;0;0;0;0;0
402;2;2;0;Farroupilha;Santana;0;0;0;0;0;0
403;2;2;0;Floresta;Azenha;0;0;0;0;0;0
404;2;2;0;Floresta;Bom Fim;0;0;0;0;0;0
405;2;2;0;Floresta;Centro Histórico;50;0;23;17;0;50
406;2;2;0;Floresta;Cidade Baixa;0;0;0;0;0;0
407;2;2;0;Floresta;Farroupilha;0;0;0;0;0;0
408;2;2;0;Floresta;Floresta;100;0;67;19;0;100
