Simulation Frame;Azenha;Bom Fim;Centro;Cidade Baixa;Farroupilha;Floresta;Independência;Menino Deus;Moinhos de Vento;Praia de Belas;Rio Branco;Santa Cecília;Santana
44;14;14;14;14;14;14;14;14;14;14;14;14;14
45;14;14;14;14;14;14;14;14;14;14;14;14;14
46;14;14;14;14;14;14;14;14;14;14;14;14;14
47;1;1;1;1;1;1;1;1;1;1;1;1;1
48;1;1;1;1;1;1;1;1;1;1;1;1;1
49;1;1;1;1;1;1;1;1;1;1;1;1;1
50;1;1;1;1;1;1;1;1;1;1;1;1;1
51;1;1;1;1;1;1;1;1;1;1;1;1;1
52;1;1;1;1;1;1;1;1;1;1;1;1;1
53;1;1;1;1;1;1;1;1;1;1;1;1;1
54;14;14;14;14;14;14;14;14;14;14;14;14;14
55;14;14;14;14;14;14;14;14;14;14;14;14;14
56;14;14;14;14;14;14;14;14;14;14;14;14;14
57;14;14;14;14;14;14;14;14;14;14;14;14;14
58;14;14;14;14;14;14;14;14;14;14;14;14;14
59;14;14;14;14;14;14;14;14;14;14;14;14;14
60;14;14;14;14;14;14;14;14;14;14;14;14;14
61;14;14;14;14;14;14;14;14;14;14;14;14;14
62;14;14;14;14;14;14;14;14;14;14;14;14;14
63;14;14;14;14;14;14;14;14;14;14;14;14;14
64;14;14;14;14;14;14;14;14;14;14;14;14;14
65;14;14;14;14;14;14;14;14;14;14;14;14;14
66;14;14;14;14;14;14;14;14;14;14;14;14;14
67;14;14;14;14;14;14;14;14;14;14;14;14;14
68;14;14;14;14;14;14;14;14;14;14;14;14;14
69;14;14;14;14;14;14;14;14;14;14;14;14;14
70;14;14;14;14;14;14;14;14;14;14;14;14;14
71;1;1;1;1;1;1;1;1;1;1;1;1;1
72;1;1;1;1;1;1;1;1;1;1;1;1;1
73;1;1;1;1;1;1;1;1;1;1;1;1;1
74;1;1;1;1;1;1;1;1;1;1;1;1;1
75;1;1;1;1;1;1;1;1;1;1;1;1;1
76;1;1;1;1;1;1;1;1;1;1;1;1;1
77;1;1;1;1;1;1;1;1;1;1;1;1;1
78;14;14;14;14;14;14;14;14;14;14;14;14;14
79;14;14;14;14;14;14;14;14;14;14;14;14;14
80;14;14;14;14;14;14;14;14;14;14;14;14;14
81;14;14;14;14;14;14;14;14;14;14;14;14;14
82;14;14;14;14;14;14;14;14;14;14;14;14;14
83;14;14;14;14;14;14;14;14;14;14;14;14;14
84;14;14;14;14;14;14;14;14;14;14;14;14;14
85;14;14;14;14;14;14;14;14;14;14;14;14;14
86;14;14;14;14;14;14;14;14;14;14;14;14;14
87;14;14;14;14;14;14;14;14;14;14;14;14;14
88;14;14;14;14;14;14;14;14;14;14;14;14;14
89;14;14;14;14;14;14;14;14;14;14;14;14;14
90;14;14;14;14;14;14;14;14;14;14;14;14;14
91;14;14;14;14;14;14;14;14;14;14;14;14;14
92;14;14;14;14;14;14;14;14;14;14;14;14;14
93;14;14;14;14;14;14;14;14;14;14;14;14;14
94;14;14;14;14;14;14;14;14;14;14;14;14;14
95;1;1;1;1;1;1;1;1;1;1;1;1;1
96;1;1;1;1;1;1;1;1;1;1;1;1;1
97;1;1;1;1;1;1;1;1;1;1;1;1;1
98;1;1;1;1;1;1;1;1;1;1;1;1;1
99;1;1;1;1;1;1;1;1;1;1;1;1;1
100;1;1;1;1;1;1;1;1;1;1;1;1;1
101;1;1;1;1;1;1;1;1;1;1;1;1;1
102;14;14;14;14;14;14;14;14;14;14;14;14;14
103;14;14;14;14;14;14;14;14;14;14;14;14;14
104;14;14;14;14;14;14;14;14;14;14;14;14;14
105;14;14;14;14;14;14;14;14;14;14;14;14;14
106;14;14;14;14;14;14;14;14;14;14;14;14;14
107;14;14;14;14;14;14;14;14;14;14;14;14;14
108;14;14;14;14;14;14;14;14;14;14;14;14;14
109;14;14;14;14;14;14;14;14;14;14;14;14;14
110;14;14;14;14;14;14;14;14;14;14;14;14;14
111;14;14;14;14;14;14;14;14;14;14;14;14;14
112;14;14;14;14;14;14;14;14;14;14;14;14;14
113;14;14;14;14;14;14;14;14;14;14;14;14;14
114;14;14;14;14;14;14;14;14;14;14;14;14;14
115;14;14;14;14;14;14;14;14;14;14;14;14;14
116;14;14;14;14;14;14;14;14;14;14;14;14;14
117;14;14;14;14;14;14;14;14;14;14;14;14;14
118;14;14;14;14;14;14;14;14;14;14;14;14;14
119;1;1;1;1;1;1;1;1;1;1;1;1;1
120;1;1;1;1;1;1;1;1;1;1;1;1;1
121;1;1;1;1;1;1;1;1;1;1;1;1;1
122;1;1;1;1;1;1;1;1;1;1;1;1;1
123;1;1;1;1;1;1;1;1;1;1;1;1;1
124;1;1;1;1;1;1;1;1;1;1;1;1;1
125;1;1;1;1;1;1;1;1;1;1;1;1;1
126;14;14;14;14;14;14;14;14;14;14;14;14;14
127;14;14;14;14;14;14;14;14;14;14;14;14;14
128;14;14;14;14;14;14;14;14;14;14;14;14;14
129;14;14;14;14;14;14;14;14;14;14;14;14;14
130;14;14;14;14;14;14;14;14;14;14;14;14;14
131;14;14;14;14;14;14;14;14;14;14;14;14;14
132;14;14;14;14;14;14;14;14;14;14;14;14;14
133;14;14;14;14;14;14;14;14;14;14;14;14;14
134;14;14;14;14;14;14;14;14;14;14;14;14;14
135;14;14;14;14;14;14;14;14;14;14;14;14;14
136;14;14;14;14;14;14;14;14;14;14;14;14;14
137;14;14;14;14;14;14;14;14;14;14;14;14;14
138;14;14;14;14;14;14;14;14;14;14;14;14;14
139;14;14;14;14;14;14;14;14;14;14;14;14;14
140;14;14;14;14;14;14;14;14;14;14;14;14;14
141;14;14;14;14;14;14;14;14;14;14;14;14;14
142;14;14;14;14;14;14;14;14;14;14;14;14;14
143;1;1;1;1;1;1;1;1;1;1;1;1;1
144;1;1;1;1;1;1;1;1;1;1;1;1;1
145;1;1;1;1;1;1;1;1;1;1;1;1;1
146;1;1;1;1;1;1;1;1;1;1;1;1;1
147;1;1;1;1;1;1;1;1;1;1;1;1;1
148;1;1;1;1;1;1;1;1;1;1;1;1;1
149;1;1;1;1;1;1;1;1;1;1;1;1;1
150;14;14;14;14;14;14;14;14;14;14;14;14;14
151;14;14;14;14;14;14;14;14;14;14;14;14;14
152;14;14;14;14;14;14;14;14;14;14;14;14;14
153;14;14;14;14;14;14;14;14;14;14;14;14;14
154;14;14;14;14;14;14;14;14;14;14;14;14;14
155;14;14;14;14;14;14;14;14;14;14;14;14;14
156;14;14;14;14;14;14;14;14;14;14;14;14;14
157;14;14;14;14;14;14;14;14;14;14;14;14;14
158;14;14;14;14;14;14;14;14;14;14;14;14;14
159;14;14;14;14;14;14;14;14;14;14;14;14;14
160;14;14;14;14;14;14;14;14;14;14;14;14;14
161;14;14;14;14;14;14;14;14;14;14;14;14;14
162;14;14;14;14;14;14;14;14;14;14;14;14;14
163;14;14;14;14;14;14;14;14;14;14;14;14;14
164;14;14;14;14;14;14;14;14;14;14;14;14;14
165;14;14;14;14;14;14;14;14;14;14;14;14;14
166;14;14;14;14;14;14;14;14;14;14;14;14;14
167;1;1;1;1;1;1;1;1;1;1;1;1;1
168;1;1;1;1;1;1;1;1;1;1;1;1;1
169;1;1;1;1;1;1;1;1;1;1;1;1;1
170;1;1;1;1;1;1;1;1;1;1;1;1;1
171;1;1;1;1;1;1;1;1;1;1;1;1;1
172;1;1;1;1;1;1;1;1;1;1;1;1;1
173;1;1;1;1;1;1;1;1;1;1;1;1;1
174;14;14;14;14;14;14;14;14;14;14;14;14;14
175;14;14;14;14;14;14;14;14;14;14;14;14;14
176;14;14;14;14;14;14;14;14;14;14;14;14;14
177;14;14;14;14;14;14;14;14;14;14;14;14;14
178;14;14;14;14;14;14;14;14;14;14;14;14;14
179;14;14;14;14;14;14;14;14;14;14;14;14;14
180;14;14;14;14;14;14;14;14;14;14;14;14;14
181;14;14;14;14;14;14;14;14;14;14;14;14;14
182;14;14;14;14;14;14;14;14;14;14;14;14;14
183;14;14;14;14;14;14;14;14;14;14;14;14;14
184;14;14;14;14;14;14;14;14;14;14;14;14;14
185;14;14;14;14;14;14;14;14;14;14;14;14;14
186;14;14;14;14;14;14;14;14;14;14;14;14;14
187;14;14;14;14;14;14;14;14;14;14;14;14;14
188;14;14;14;14;14;14;14;14;14;14;14;14;14
189;14;14;14;14;14;14;14;14;14;14;14;14;14
190;14;14;14;14;14;14;14;14;14;14;14;14;14
191;1;1;1;1;1;1;1;1;1;1;1;1;1
192;1;1;1;1;1;1;1;1;1;1;1;1;1
193;1;1;1;1;1;1;1;1;1;1;1;1;1
194;1;1;1;1;1;1;1;1;1;1;1;1;1
195;1;1;1;1;1;1;1;1;1;1;1;1;1
196;1;1;1;1;1;1;1;1;1;1;1;1;1
197;1;1;1;1;1;1;1;1;1;1;1;1;1
198;14;14;14;14;14;14;14;14;14;14;14;14;14
199;14;14;14;14;14;14;14;14;14;14;14;14;14
200;14;14;14;14;14;14;14;14;14;14;14;14;14
201;14;14;14;14;14;14;14;14;14;14;14;14;14
202;14;14;14;14;14;14;14;14;14;14;14;14;14
203;14;14;14;14;14;14;14;14;14;14;14;14;14
204;14;14;14;14;14;14;14;14;14;14;14;14;14
205;14;14;14;14;14;14;14;14;14;14;14;14;14
206;14;14;14;14;14;14;14;14;14;14;14;14;14
207;14;14;14;14;14;14;14;14;14;14;14;14;14
208;14;14;14;14;14;14;14;14;14;14;14;14;14
209;14;14;14;14;14;14;14;14;14;14;14;14;14
210;14;14;14;14;14;14;14;14;14;14;14;14;14
211;14;14;14;14;14;14;14;14;14;14;14;14;14
212;14;14;14;14;14;14;14;14;14;14;14;14;14
213;14;14;14;14;14;14;14;14;14;14;14;14;14
214;14;14;14;14;14;14;14;14;14;14;14;14;14
215;1;1;1;1;1;1;1;1;1;1;1;1;1
216;1;1;1;1;1;1;1;1;1;1;1;1;1
217;1;1;1;1;1;1;1;1;1;1;1;1;1
218;1;1;1;1;1;1;1;1;1;1;1;1;1
219;1;1;1;1;1;1;1;1;1;1;1;1;1
220;1;1;1;1;1;1;1;1;1;1;1;1;1
221;1;1;1;1;1;1;1;1;1;1;1;1;1
222;14;14;14;14;14;14;14;14;14;14;14;14;14
223;14;14;14;14;14;14;14;14;14;14;14;14;14
224;14;14;14;14;14;14;14;14;14;14;14;14;14
225;14;14;14;14;14;14;14;14;14;14;14;14;14
226;14;14;14;14;14;14;14;14;14;14;14;14;14
227;14;14;14;14;14;14;14;14;14;14;14;14;14
228;14;14;14;14;14;14;14;14;14;14;14;14;14
229;14;14;14;14;14;14;14;14;14;14;14;14;14
230;14;14;14;14;14;14;14;14;14;14;14;14;14
231;14;14;14;14;14;14;14;14;14;14;14;14;14
232;14;14;14;14;14;14;14;14;14;14;14;14;14
233;14;14;14;14;14;14;14;14;14;14;14;14;14
234;14;14;14;14;14;14;14;14;14;14;14;14;14
235;14;14;14;14;14;14;14;14;14;14;14;14;14
236;14;14;14;14;14;14;14;14;14;14;14;14;14
237;14;14;14;14;14;14;14;14;14;14;14;14;14
238;14;14;14;14;14;14;14;14;14;14;14;14;14
239;1;1;1;1;1;1;1;1;1;1;1;1;1
